Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
15,Female,Caucasian,Some College,11.38964776,3,Yes,High,Yes,No,No,No,3.191046118
17,Female,Asian,Some College,17.2222704,11,No,High,No,No,Yes,No,2.815421275
16,Male,African American,High School,1.566764355,10,No,High,No,No,No,No,2.157122303
18,Female,Caucasian,High School,1.451495961,2,No,Low,Yes,No,No,No,2.72382806
15,Female,Caucasian,High School,17.00635416,11,No,Very High,Yes,No,No,No,2.627693906
18,Female,Caucasian,High School,4.257001721,29,Yes,High,Yes,Yes,No,No,0.912415621
16,Male,Caucasian,None,13.37506509,4,No,Moderate,No,No,No,No,2.609623082
16,Female,African American,Some College,10.85756265,5,Yes,Low,No,Yes,No,No,2.981992255
16,Male,Other,Higher,16.6578719,18,No,High,No,No,No,No,1.625082774
17,Male,Asian,Higher,2.501778197,17,No,High,No,Yes,No,No,1.361698418
17,Female,Caucasian,Bachelor's,2.595659314,15,Yes,High,No,No,No,No,1.916961896
18,Female,Asian,Some College,11.13636721,22,No,None,No,No,No,No,1.011253195
18,Male,Asian,Some College,18.92757307,10,No,Low,Yes,Yes,No,No,2.332159041
15,Female,Asian,High School,8.299955167,4,No,Moderate,Yes,Yes,Yes,No,3.387938348
15,Male,Caucasian,Some College,6.538842005,8,No,High,No,Yes,No,No,2.384690791
18,Male,Caucasian,Some College,12.13378646,2,No,None,No,No,No,No,2.780816996
17,Female,Caucasian,Some College,18.60897201,29,No,Moderate,No,Yes,No,Yes,0.534835754
16,Female,Caucasian,Some College,16.73855666,7,No,Moderate,No,No,No,No,2.542214349
18,Male,Caucasian,High School,19.90967221,5,No,High,No,No,No,No,3.007129067
15,Male,Caucasian,High School,0.451371664,3,No,Moderate,Yes,No,No,No,2.985809814
17,Male,Caucasian,Bachelor's,2.257162894,11,No,Moderate,No,Yes,No,No,1.949306057
18,Male,Asian,None,12.18935527,11,No,High,No,No,No,No,2.147845196
18,Female,Caucasian,Some College,16.41152879,24,No,Very High,No,No,No,Yes,1.175768025
17,Female,Caucasian,Bachelor's,5.704886846,20,No,Low,Yes,No,No,No,1.400363254
18,Female,Other,Some College,4.784221761,15,No,Low,Yes,No,Yes,No,1.755544023
17,Female,Other,Some College,15.73951599,9,No,Very High,Yes,No,Yes,No,2.900096239
16,Female,Asian,High School,1.127637077,21,No,Moderate,No,No,No,No,1.033459491
17,Male,Other,High School,7.387652952,13,No,High,No,No,No,Yes,1.907742363
17,Female,African American,Bachelor's,10.11618445,12,No,High,No,No,No,No,1.88090929
17,Female,Other,Some College,11.20697349,8,No,Low,No,Yes,Yes,No,2.614950354
18,Female,Caucasian,Some College,14.57230314,6,No,High,Yes,No,Yes,No,3.107135594
18,Female,Caucasian,None,7.096914469,11,No,High,No,No,No,No,1.386464562
17,Female,Caucasian,None,12.25368689,4,No,Moderate,No,No,No,No,2.833760072
18,Male,Caucasian,Higher,11.70750846,17,No,None,No,No,Yes,No,1.086151397
15,Male,Caucasian,High School,10.95232201,3,No,Very High,No,No,No,No,2.87403736
15,Male,African American,Some College,12.80966586,1,No,Moderate,No,Yes,No,No,2.895671305
18,Female,Asian,None,5.188983421,2,Yes,High,No,No,No,No,3.181307602
18,Male,African American,Some College,1.692975072,25,No,High,No,No,No,No,0.471283109
17,Male,Caucasian,Bachelor's,2.385433441,11,Yes,Moderate,No,No,No,No,2.211379528
16,Female,Asian,Some College,4.491647653,2,Yes,High,Yes,Yes,No,No,3.375252255
18,Female,African American,High School,10.00395871,3,No,Very High,No,Yes,No,No,3.203858191
15,Female,Caucasian,Some College,16.80885501,5,No,Moderate,No,No,Yes,No,3.350179111
17,Male,African American,Some College,14.02586684,11,No,Moderate,No,No,No,No,1.72579153
18,Male,Caucasian,Some College,15.78081208,18,No,Very High,Yes,No,No,No,2.216603815
15,Female,Caucasian,Bachelor's,7.019512479,9,No,Low,Yes,No,No,Yes,2.004627317
15,Female,Other,Some College,8.093074833,29,Yes,None,No,No,No,No,0.715742046
16,Male,Caucasian,Bachelor's,7.87363772,0,Yes,Very High,No,No,Yes,No,3.880640085
17,Male,Caucasian,Some College,3.837463688,16,No,High,Yes,No,Yes,No,1.689528158
17,Female,Asian,High School,1.224333163,15,No,Very High,Yes,Yes,No,Yes,1.757978804
16,Female,Asian,High School,11.81832186,8,No,None,No,No,No,No,2.136399546
16,Male,Caucasian,High School,19.78433367,24,Yes,Low,No,Yes,No,No,0.911568271
17,Female,Caucasian,Bachelor's,3.336594099,20,Yes,Low,No,No,No,No,1.13780111
17,Male,Caucasian,Some College,0.933696398,8,Yes,High,Yes,No,No,Yes,2.349264927
18,Male,African American,Some College,15.59063364,26,No,High,No,No,No,No,0.623747437
18,Male,Caucasian,High School,5.051720134,22,No,Moderate,No,No,Yes,No,0.341029446
16,Male,Caucasian,High School,16.59287611,8,No,None,No,No,No,No,2.223813667
18,Female,Other,Some College,14.07873334,11,No,High,No,No,No,Yes,2.328240385
15,Female,African American,Some College,18.91347074,22,Yes,Moderate,Yes,No,No,No,1.623077822
18,Male,Caucasian,High School,8.178544715,8,Yes,Low,Yes,No,No,No,2.200896322
18,Male,African American,Some College,13.23939679,14,No,Very High,No,Yes,No,No,2.584110655
15,Male,African American,None,9.297095616,1,No,Low,Yes,No,No,No,2.996503304
16,Male,Caucasian,High School,12.61177395,10,No,High,No,No,Yes,No,2.373993481
15,Male,Caucasian,Some College,8.99197812,10,Yes,High,Yes,No,No,No,2.830404456
18,Female,Asian,High School,3.772644928,7,No,Moderate,Yes,Yes,No,Yes,2.525115534
16,Female,Caucasian,Higher,10.15794832,22,No,Low,Yes,No,No,No,1.042981651
18,Female,African American,High School,10.57168403,5,No,Moderate,Yes,No,No,Yes,2.661096904
15,Female,Caucasian,High School,16.21207697,20,No,High,No,No,No,No,1.599593888
15,Male,Caucasian,High School,14.71041412,19,Yes,Low,Yes,No,No,No,1.799409149
18,Male,Caucasian,Some College,13.27583248,6,No,High,No,No,No,No,2.657638557
17,Male,Caucasian,Some College,2.267741911,2,No,Very High,No,No,No,No,2.998484062
17,Male,Caucasian,Some College,14.41232581,7,No,Very High,No,No,Yes,No,2.977408433
15,Male,Caucasian,None,10.00610313,17,No,Moderate,No,No,No,No,1.375164137
15,Female,Asian,None,17.88199072,16,No,High,Yes,No,No,Yes,1.84886644
17,Male,Other,Some College,18.39741868,10,No,Very High,No,No,No,No,2.4424562
17,Female,Asian,Bachelor's,1.103131812,1,No,Moderate,Yes,No,No,No,2.856038514
18,Female,Asian,Bachelor's,16.41283121,24,Yes,Low,Yes,No,No,No,1.20615023
18,Female,Caucasian,None,0.753947808,20,No,Low,Yes,Yes,No,No,0.89590299
17,Female,Other,Some College,7.343392514,26,No,Low,No,No,No,No,0.273190929
18,Male,Caucasian,Bachelor's,10.84599951,23,No,High,No,No,Yes,No,0.667508961
18,Female,Other,High School,2.962015973,18,No,Moderate,No,No,No,No,1.089440604
16,Female,Other,Bachelor's,14.92627625,6,No,High,No,No,No,No,2.813211008
18,Female,Asian,High School,0.167094083,17,Yes,High,Yes,No,No,Yes,1.86875859
15,Male,Other,Bachelor's,3.371980969,7,No,High,Yes,Yes,No,No,3.035693596
18,Male,African American,Some College,11.6159366,13,No,High,No,No,No,Yes,2.135356801
18,Male,Caucasian,Bachelor's,14.28775124,6,No,None,Yes,No,Yes,No,3.038116129
17,Female,Caucasian,Some College,18.33286205,27,No,High,No,Yes,No,No,0.99412941
15,Female,African American,High School,14.10993304,20,No,Moderate,No,No,No,No,1.232557166
18,Male,Caucasian,Bachelor's,13.43558541,27,No,Moderate,No,Yes,No,No,0.864403743
18,Female,African American,High School,7.886822927,26,No,None,No,No,No,No,0.115231855
16,Male,Other,High School,0.025688511,3,No,Very High,Yes,No,No,No,2.934586305
18,Male,Caucasian,Some College,2.403185175,16,No,Very High,Yes,No,No,No,2.046938817
18,Female,Asian,Some College,10.6910909,4,No,Moderate,Yes,No,No,No,3.065473134
16,Female,Other,Bachelor's,13.50259772,11,No,Moderate,No,Yes,No,No,2.4370263
17,Female,Other,High School,8.348965678,8,No,High,No,Yes,No,No,2.427614636
18,Female,Other,Some College,14.61358023,25,No,Low,No,No,No,No,0.777150955
16,Male,African American,Some College,10.43724591,19,Yes,Low,Yes,Yes,Yes,No,1.879575445
15,Male,Other,None,1.483523912,12,No,High,No,No,No,No,1.596574874
17,Male,Asian,High School,3.840325019,24,No,Low,No,Yes,No,No,0.704595243
15,Male,Caucasian,High School,16.79996446,27,No,Moderate,Yes,Yes,No,No,0.764186697
15,Male,Caucasian,High School,14.49825493,17,Yes,Moderate,Yes,No,No,No,1.503416679
16,Female,Asian,Higher,17.89523974,19,Yes,Moderate,Yes,No,No,No,1.525837862
18,Male,Caucasian,Some College,2.351144982,8,No,Low,Yes,Yes,No,No,2.270841108
16,Male,African American,Some College,19.80445069,3,No,Moderate,No,No,No,No,3.402352539
16,Male,African American,Higher,4.188134279,20,Yes,Moderate,No,Yes,No,No,1.438204968
16,Female,Caucasian,High School,0.235597526,26,No,Moderate,No,No,Yes,No,0.336571299
16,Female,African American,Bachelor's,19.94845878,7,No,High,No,No,No,No,3.112281137
17,Female,Asian,Some College,5.621477709,0,Yes,Very High,No,No,Yes,No,3.770694722
18,Female,Caucasian,Bachelor's,13.36038905,16,No,Low,No,No,No,No,1.655613323
15,Male,Caucasian,High School,3.533646284,24,No,High,Yes,No,No,Yes,1.050469692
15,Male,Caucasian,Bachelor's,11.60457064,8,Yes,Low,No,No,Yes,No,2.535391284
18,Female,Caucasian,High School,18.08069973,19,No,Moderate,No,No,No,Yes,1.396090494
15,Female,Other,High School,6.403623349,12,No,Moderate,Yes,Yes,No,No,2.025416982
18,Male,Caucasian,Some College,13.40507952,1,No,Moderate,No,No,No,No,3.268302548
15,Male,African American,High School,3.758071776,12,No,High,Yes,Yes,No,No,2.017218039
16,Female,Caucasian,Some College,12.49590797,8,No,Moderate,Yes,No,No,No,2.397682579
15,Female,Caucasian,Some College,6.729007036,29,No,Moderate,Yes,No,No,No,0.287867323
18,Female,Asian,Some College,4.224165172,19,No,High,No,Yes,Yes,No,1.548710211
18,Female,Asian,High School,6.263641014,5,Yes,Low,Yes,No,No,No,2.905242112
18,Male,Caucasian,None,3.57682137,27,No,Low,No,Yes,No,No,0.248977131
18,Male,Caucasian,High School,18.03832216,0,Yes,None,Yes,No,No,No,3.418409867
18,Male,Caucasian,Some College,7.943737726,27,Yes,Low,No,No,No,No,0.582920886
17,Female,Caucasian,High School,4.905586099,24,No,Moderate,No,Yes,No,No,0.930028646
17,Female,African American,High School,8.96815682,4,No,Moderate,Yes,No,Yes,No,2.679085718
15,Male,Caucasian,High School,6.410723336,2,Yes,Low,No,No,No,Yes,3.106230425
18,Male,Caucasian,None,14.88838508,3,No,None,Yes,No,No,Yes,2.781287884
15,Male,Caucasian,Some College,19.42439824,0,No,High,No,Yes,Yes,Yes,4
18,Male,Other,Bachelor's,8.760673134,13,No,High,Yes,Yes,Yes,No,2.332783964
18,Female,Other,High School,17.220668,8,Yes,Very High,Yes,No,No,No,3.06771837
17,Male,Caucasian,Some College,11.31726147,29,No,Very High,No,Yes,No,No,0.869123386
17,Male,Asian,Some College,3.144713302,23,No,Very High,No,Yes,No,Yes,1.520503877
16,Male,Caucasian,Some College,13.81245484,3,No,High,Yes,Yes,Yes,Yes,3.289823142
17,Male,Caucasian,Some College,10.26868994,17,Yes,High,Yes,No,No,No,2.175739293
16,Male,Asian,Some College,13.01213047,13,No,Low,No,No,No,No,1.852428691
16,Male,Other,Some College,17.79374825,24,No,High,Yes,Yes,No,Yes,1.47728877
16,Male,Other,None,8.808691413,3,No,None,No,No,No,No,2.878926863
16,Female,African American,Some College,18.02355246,24,No,High,No,Yes,Yes,No,1.058050772
16,Female,Caucasian,Some College,15.01338029,9,No,Moderate,No,No,No,Yes,2.57289042
15,Female,Asian,None,9.772098518,2,No,High,Yes,No,Yes,No,3.587735587
17,Female,Caucasian,High School,12.06444271,22,No,None,Yes,Yes,No,Yes,1.301418014
16,Male,African American,Higher,6.51162265,6,Yes,Moderate,No,Yes,Yes,No,3.209493136
18,Female,Caucasian,Some College,19.67194599,9,No,Moderate,No,No,No,No,2.537230639
17,Female,African American,Some College,13.34702326,12,No,Low,Yes,No,No,No,1.989395759
17,Male,Caucasian,Bachelor's,0.87693705,3,Yes,Moderate,No,Yes,Yes,No,3.004233303
16,Male,Caucasian,Some College,6.532438115,17,No,None,Yes,Yes,No,No,1.513516756
15,Female,Other,Some College,12.46628868,10,No,Moderate,No,No,No,Yes,2.172740552
16,Female,Caucasian,Some College,1.126665556,24,Yes,Moderate,No,No,No,Yes,0.641649169
15,Male,African American,Bachelor's,0.477683826,3,No,High,No,Yes,No,No,2.753590232
18,Female,Caucasian,Some College,9.000484791,23,No,Moderate,Yes,No,Yes,No,1.038488352
17,Male,Caucasian,Some College,6.653803594,13,No,Moderate,Yes,Yes,No,No,2.255019103
18,Male,Caucasian,High School,8.765972161,17,No,Very High,No,No,No,No,1.666702258
15,Male,Caucasian,Higher,5.253866198,7,No,Moderate,No,No,No,No,2.49945943
15,Male,Asian,Some College,3.294354939,26,Yes,Moderate,No,No,No,No,0.278215459
18,Female,Caucasian,None,13.78286714,9,No,Moderate,Yes,No,No,No,2.637594228
15,Male,Other,Bachelor's,10.29142233,4,No,High,Yes,Yes,No,Yes,3.057121728
18,Male,African American,Some College,4.003084225,22,No,Moderate,Yes,Yes,No,No,1.361932827
17,Female,Caucasian,None,6.391788525,6,Yes,Moderate,Yes,No,Yes,No,3.238931718
18,Male,African American,Some College,11.83615815,11,Yes,High,Yes,Yes,No,No,2.573034385
17,Female,African American,Some College,1.444586965,24,No,None,No,No,No,No,0
18,Female,Asian,Bachelor's,2.949060185,2,Yes,High,No,Yes,No,Yes,3.143909878
15,Female,Caucasian,High School,1.464912082,25,Yes,Moderate,Yes,No,No,No,1.0464634
18,Male,Caucasian,Bachelor's,16.24634665,3,No,Moderate,No,No,No,Yes,2.868574228
15,Female,Asian,Some College,15.04818466,9,No,High,No,No,No,No,2.639447292
18,Female,Other,None,15.06625864,3,No,Low,No,No,No,No,2.669749933
18,Male,Asian,Higher,14.32650687,14,Yes,High,No,Yes,Yes,No,2.794885283
16,Female,Caucasian,Some College,13.38770847,28,Yes,Very High,No,No,No,Yes,1.186569729
15,Female,Asian,High School,9.539838308,9,No,Moderate,No,No,No,No,2.520175259
16,Female,Caucasian,Some College,12.84556327,20,No,Very High,No,No,Yes,No,1.601078488
15,Female,Caucasian,Bachelor's,0.767231096,29,No,None,No,No,No,No,0
16,Female,Caucasian,High School,12.42928845,21,Yes,High,No,No,Yes,No,1.595054759
17,Male,African American,High School,15.55755411,15,Yes,Moderate,Yes,No,No,No,2.222002853
18,Female,Caucasian,High School,10.00716721,14,No,Moderate,No,No,No,Yes,1.615093148
15,Female,Caucasian,High School,7.150266569,18,No,Low,Yes,Yes,No,Yes,1.675919431
15,Male,Asian,Some College,5.548534696,28,No,Moderate,Yes,No,No,No,0.214319504
18,Male,Caucasian,Some College,12.856041,19,Yes,Low,Yes,No,No,No,1.556765557
15,Male,Caucasian,High School,13.85602397,18,No,Very High,Yes,Yes,No,No,2.154199353
15,Female,Caucasian,High School,17.419352,17,No,High,No,Yes,No,No,2.070669312
16,Male,Other,High School,6.846681649,25,Yes,Low,No,Yes,No,No,0.567237107
15,Female,African American,Bachelor's,15.39544615,11,No,Low,Yes,No,No,No,2.162688108
17,Female,Caucasian,High School,11.22711648,24,Yes,High,No,No,Yes,No,1.291230426
17,Male,Asian,Higher,17.65672981,15,No,Moderate,No,Yes,Yes,No,2.340156389
18,Male,Asian,Some College,10.55624217,0,No,Low,No,No,No,No,2.92396974
15,Female,Caucasian,High School,10.35259657,15,Yes,Moderate,Yes,No,Yes,No,2.190146602
18,Male,African American,Bachelor's,11.55754163,1,No,Moderate,No,No,No,No,3.074214192
17,Female,Asian,Some College,14.9863071,23,No,Low,No,No,No,No,1.009430322
15,Male,African American,Some College,19.29380958,14,No,High,Yes,Yes,No,No,2.118500602
15,Male,Caucasian,Higher,1.471267084,6,No,High,Yes,No,No,No,2.615347948
18,Male,Asian,None,1.068692048,27,No,None,No,Yes,Yes,No,0.415930507
17,Female,African American,None,18.75100675,0,Yes,Very High,Yes,No,No,No,3.947092964
15,Male,Caucasian,Some College,10.59751251,4,Yes,Moderate,No,Yes,No,No,3.017353227
18,Female,Caucasian,High School,12.29806029,9,Yes,Low,Yes,No,No,No,2.813786291
17,Female,Caucasian,High School,9.648472032,21,No,Low,No,No,No,No,0.769636121
18,Female,Caucasian,None,1.873149052,20,Yes,Low,No,No,No,No,0.892266135
16,Female,Asian,None,15.36178757,3,Yes,Moderate,Yes,Yes,No,No,3.666290827
15,Male,Caucasian,Some College,14.9444929,13,No,Low,No,Yes,No,No,1.401548239
16,Female,Caucasian,High School,6.23406643,12,No,Moderate,No,No,No,Yes,1.423338336
17,Female,African American,Some College,6.124784905,0,No,Low,Yes,No,No,Yes,3.149644744
16,Male,Caucasian,Some College,16.75682762,15,Yes,High,No,Yes,No,Yes,2.353731152
16,Female,Other,Some College,1.447145155,22,No,High,Yes,Yes,No,No,1.161354351
17,Male,Caucasian,None,17.62210297,8,Yes,Moderate,No,No,No,No,2.647195986
18,Female,Caucasian,Some College,5.133233798,21,No,High,No,Yes,Yes,No,1.298997985
16,Male,Caucasian,None,11.85969496,15,Yes,Very High,Yes,No,No,No,2.644197368
18,Female,Caucasian,Some College,18.71988358,18,No,High,No,No,No,No,1.737989619
16,Male,Caucasian,Bachelor's,13.56245003,14,No,Moderate,No,No,No,No,2.018776899
18,Female,Asian,Some College,8.288596249,25,No,Moderate,No,Yes,No,No,0.717780498
17,Female,Other,Some College,13.79068418,13,No,High,Yes,No,No,No,2.267584401
16,Male,Caucasian,Some College,6.879592726,19,Yes,Low,No,No,No,No,1.271494623
17,Male,African American,High School,5.545168327,9,Yes,Moderate,No,Yes,No,No,2.621666893
16,Male,Asian,Bachelor's,19.93366556,20,No,Moderate,No,No,No,No,1.228528505
17,Male,Asian,Bachelor's,15.01580462,11,No,High,No,Yes,No,Yes,2.495312361
17,Female,Caucasian,High School,12.89439955,27,No,High,No,Yes,No,No,0.701761808
16,Female,Caucasian,Some College,7.105792864,0,No,Moderate,Yes,Yes,Yes,No,3.864976861
16,Male,Caucasian,Bachelor's,0.983216583,20,No,Low,Yes,No,Yes,No,0.684651926
16,Female,Asian,Higher,0.621137521,16,Yes,Very High,No,No,No,No,1.885850224
15,Male,Asian,Some College,11.08362511,8,Yes,None,No,Yes,No,No,2.327832763
18,Male,Caucasian,Some College,15.24065442,22,No,None,Yes,No,Yes,No,0.880232812
15,Female,Caucasian,High School,10.74758381,18,No,Moderate,No,No,Yes,No,1.411981507
15,Female,Other,Higher,16.81570144,24,No,High,No,Yes,Yes,Yes,1.66253183
17,Female,Asian,High School,0.668530662,17,No,High,Yes,No,No,No,1.341598477
16,Female,Other,Some College,7.335041529,27,No,Very High,Yes,Yes,No,No,0.659202916
18,Female,Asian,High School,4.741407823,6,No,Low,No,No,Yes,No,2.153371206
17,Female,Caucasian,High School,8.945459363,8,No,Moderate,No,No,Yes,No,2.44310292
15,Female,African American,Some College,1.447527864,21,No,Low,No,No,No,No,0.270088555
16,Male,African American,Higher,19.08263283,25,No,High,No,No,Yes,No,1.316724623
17,Male,Caucasian,None,4.465108021,20,No,Moderate,Yes,No,No,No,0.817714202
16,Male,African American,Some College,18.44615551,11,No,None,No,Yes,No,No,2.05694597
17,Male,Asian,None,8.517863101,6,Yes,High,Yes,No,No,No,3.219333348
16,Male,Caucasian,High School,19.71048267,13,Yes,Moderate,No,No,No,No,2.24087006
15,Female,Asian,Some College,11.08116767,14,Yes,Moderate,No,Yes,No,No,1.913799797
18,Male,African American,Some College,18.61665728,14,No,High,No,No,Yes,No,2.240334376
15,Male,Other,High School,0.106979774,5,No,Low,Yes,No,No,No,2.254547586
18,Male,Caucasian,High School,14.96477612,20,No,Low,Yes,Yes,Yes,No,1.89130043
16,Male,Caucasian,None,18.06101306,13,No,Low,No,No,Yes,No,2.206226341
17,Male,African American,High School,2.79441134,1,Yes,Moderate,No,Yes,No,No,3.335098155
15,Male,Caucasian,Higher,1.922517035,7,No,Low,Yes,Yes,No,No,2.411986461
18,Male,Asian,Bachelor's,8.491452144,12,No,High,No,Yes,No,No,2.160978519
15,Female,Asian,High School,18.67357812,22,No,Low,No,Yes,No,No,1.165394363
18,Female,Caucasian,Some College,10.8477312,5,No,Very High,No,No,No,No,2.583500636
15,Male,African American,Bachelor's,10.54912927,4,Yes,Low,No,Yes,No,No,3.017063256
18,Female,African American,None,2.822522366,4,No,Low,Yes,Yes,No,Yes,2.576174697
18,Female,Caucasian,Bachelor's,0.015790222,24,No,Low,No,No,No,No,0.23334988
16,Female,Other,Bachelor's,16.20280181,0,No,High,Yes,No,No,No,3.646516389
18,Female,Asian,None,1.75149126,8,Yes,Moderate,Yes,Yes,No,No,2.605425232
16,Male,African American,High School,12.67699637,5,No,High,Yes,No,Yes,No,3.366929515
18,Female,Asian,Higher,18.29232909,19,No,High,No,Yes,No,No,1.583780258
17,Female,Caucasian,Some College,4.173038263,25,No,Very High,No,No,Yes,No,0.776396706
17,Female,Other,None,13.30545672,29,Yes,High,No,No,Yes,No,0.78348664
17,Male,African American,High School,1.573971534,6,No,None,No,No,Yes,No,2.328311711
18,Male,Asian,Some College,12.07510288,8,No,High,Yes,No,No,No,2.718465436
16,Male,Asian,Some College,3.278634419,4,Yes,Very High,Yes,No,No,No,3.244882203
